wl,n,k
484,3.5914650000000004,0.49283459999999996
485,3.5880989999999997,0.4885138
486,3.584754,0.4842227
487,3.58143,0.47996120000000003
488,3.578126,0.47572929999999997
489,3.574842,0.4715269
490,3.5715790000000003,0.46735390000000004
491,3.568335,0.4632103
492,3.565111,0.4590959
493,3.561907,0.4550107
494,3.558722,0.4509545999999999
495,3.5555559999999997,0.4469276
496,3.55241,0.4429294
497,3.549282,0.43896009999999996
498,3.5461730000000005,0.4350196
499,3.543083,0.43110770000000004
500,3.5400120000000004,0.42722429999999995
501,3.5369589999999995,0.42336949999999995
502,3.533924,0.4195429
503,3.530907,0.4157447
504,3.527908,0.41197449999999997
505,3.5249269999999995,0.4082325
506,3.521963,0.4045183
507,3.519018,0.400832
508,3.516089,0.3971734000000001
509,3.513178,0.3935425
510,3.5102839999999995,0.389939
511,3.5074059999999996,0.3863629
512,3.504546,0.3828140999999999
513,3.501702,0.37929250000000003
514,3.498875,0.3757978
515,3.496065,0.3723301
516,3.49327,0.36888920000000003
517,3.4904919999999997,0.365475
518,3.4877300000000004,0.3620873
519,3.484984,0.3587261
520,3.482254,0.35539109999999996
521,3.479539,0.3520824
522,3.47684,0.34879970000000005
523,3.474157,0.3455429
524,3.471489,0.3423119
525,3.468836,0.3391066
526,3.4661980000000003,0.3359268
527,3.463575,0.33277249999999997
528,3.4609669999999997,0.32964340000000003
529,3.4583739999999996,0.3265395
530,3.455796,0.3234606
531,3.453232,0.3204066
532,3.450682,0.3173773
533,3.448147,0.3143727
534,3.4456260000000003,0.3113925
535,3.4431199999999995,0.3084367
536,3.4406269999999997,0.3055051
537,3.4381480000000004,0.30259759999999997
538,3.435683,0.299714
539,3.433232,0.2968542
540,3.430794,0.29401809999999995
541,3.4283699999999997,0.29120559999999995
542,3.4259589999999998,0.2884164
543,3.423561,0.28565050000000003
544,3.4211769999999997,0.28290770000000004
545,3.4188059999999996,0.28018790000000005
546,3.4164480000000004,0.277491
547,3.414103,0.27481669999999997
548,3.4117699999999997,0.2721651
549,3.40945,0.2695358
550,3.407143,0.2669289
551,3.404849,0.26434409999999997
552,3.402567,0.2617813
553,3.400297,0.2592404
554,3.39804,0.2567212
555,3.3957949999999997,0.2542236
556,3.393562,0.2517475
557,3.39134,0.24929279999999998
558,3.389131,0.2468592
559,3.3869339999999997,0.24444659999999999
560,3.3847480000000005,0.24205500000000002
561,3.382575,0.23968409999999998
562,3.380412,0.2373339
563,3.3782620000000003,0.23500410000000002
564,3.376122,0.2326947
565,3.373994,0.23040560000000002
566,3.3718779999999997,0.22813649999999996
567,3.369772,0.2258874
568,3.3676779999999997,0.223658
569,3.365594,0.2214484
570,3.363522,0.21925830000000002
571,3.3614599999999997,0.21708760000000002
572,3.35941,0.2149361
573,3.3573699999999995,0.2128038
574,3.35534,0.21069050000000009
575,3.3533209999999998,0.20859610000000006
576,3.3513129999999998,0.20652039999999997
577,3.3493150000000003,0.2044632
578,3.347328,0.2024246
