wl,n,k
1650,2.055206,0
1652.5,2.055171,0
1655,2.055136,0
1657.5,2.055102,0
1660,2.055068,0
1662.5,2.055033,0
1665,2.055,0
1667.5,2.054966,0
1670,2.054932,0
1672.5,2.054899,0
1675,2.054865,0
1677.5,2.054832,0
1680,2.054799,0
1682.5,2.054766,0
1685,2.054734,0
1687.5,2.054701,0
1690,2.054669,0
