wl,n,k
100,1.45,0
200,1.45,0
300,1.45,0
400,1.45,0
500,1.45,0
600,1.45,0
700,1.45,0
800,1.45,0
900,1.45,0
1000,1.45,0
1100,1.45,0
1200,1.45,0
1300,1.45,0
1400,1.45,0
1500,1.45,0
1600,1.45,0
2500,1.45,0
