wl,n,k
200,1.42088,0
250,1.40849,0
323,1.3984,0
349,1.39607,0
411,1.39,0
500,1.385,0
604,1.38,0
715,1.376,0
1550,1.37,0
2200,1.37,0
15000,1.37,0
