wl,n,k
231,1.820709862,0.849883088
232,1.8266326519999998,0.849391943
233,1.832533973,0.8488365729999999
234,1.838421075,0.8482227440000001
235,1.844281071,0.8475403570000001
236,1.850123926,0.846803745
237,1.85594961,0.8460027990000001
238,1.86173833,0.8451278309999999
239,1.867509876,0.844198528
240,1.8732542840000002,0.8432094290000001
241,1.878971585,0.842153114
242,1.884661781,0.841029884
243,1.890316079,0.839846559
244,1.895940819,0.8386087959999999
245,1.90153964,0.837297215
246,1.907101385,0.8359311970000001
247,1.912625994,0.834495483
248,1.918119465,0.833002455
249,1.923571304,0.831445194
250,1.9289859969999998,0.829833715
251,1.934353875,0.828148008
252,1.939685827,0.826416315
253,1.944973815,0.8246138909999999
254,1.950222965,0.822755488
255,1.955411068,0.8208428590000001
256,1.960564931,0.8188635190000001
257,1.965664592,0.8168338690000001
258,1.970709586,0.814739606
259,1.975699349,0.8125900540000001
260,1.980644853,0.810386288
261,1.985526145,0.808128285
262,1.990343205,0.805816055
263,1.99511364,0.8034596009999999
264,1.9998136999999998,0.80103985
265,2.004449495,0.798573502
266,2.009021099,0.796062907
267,2.0135284469999997,0.7935047120000001
268,2.017966409,0.790894223
269,2.0223330269999997,0.788243235
270,2.0266205669999997,0.78555286
271,2.030843039,0.7828190979999999
272,2.034983601,0.780048799
273,2.039051944,0.7772422520000001
274,2.043038969,0.774398574
275,2.0469446380000003,0.7715277890000001
276,2.050762594,0.7686198909999999
277,2.05450196,0.7656948690000001
278,2.058153591,0.7627427509999999
279,2.061723207,0.7597634940000001
280,2.065200709,0.7567750040000001
281,2.068580475,0.753766497
282,2.071876745,0.7507430270000001
283,2.0750881430000003,0.747722443
284,2.078195265,0.744688907
285,2.081216854,0.74166186
286,2.08413921,0.738634789
287,2.0869702009999997,0.735607742
288,2.089709864,0.7325969920000001
289,2.092353306,0.729608493
290,2.094898281,0.726633434
291,2.097354805,0.723685482
292,2.099713429,0.7207651709999999
293,2.101979792,0.717880911
294,2.104154285,0.715034286
295,2.106241211,0.712237219
296,2.108239226,0.7094819459999999
297,2.1101496859999997,0.706787114
298,2.111978796,0.704148405
299,2.113726575,0.701571023
300,2.1154019969999998,0.699076005
301,2.116995645,0.696645196
302,2.1185240569999997,0.6942947429999999
303,2.119988244,0.692035627
304,2.121394974,0.689871082
305,2.122742142,0.6877950009999999
306,2.124045433,0.6858270209999999
307,2.1253116000000003,0.6839604
308,2.126540661,0.682202566
309,2.127742602,0.680563197
310,2.128931997,0.6790422890000001
311,2.130118268,0.677642961
312,2.1313107999999996,0.6763691999999999
313,2.1325204380000002,0.675231019
314,2.133757201,0.6742196
315,2.135048425,0.673336645
316,2.136399799,0.6725980579999999
317,2.137846985,0.671985043
318,2.139412626,0.6714976009999999
319,2.14113466,0.671134142
320,2.1431005659999998,0.670818144
321,2.145249905,0.670429499
322,2.14750057,0.669983886
323,2.149832588,0.669475342
324,2.152235946,0.668922571
325,2.154704786,0.668315571
326,2.157212237,0.667664341
327,2.159773898,0.6669689289999999
328,2.16237261,0.666236397
329,2.16500846,0.665459599
330,2.167677135,0.664644288
331,2.170371507,0.663797588
332,2.17309154,0.662899487
333,2.175833019,0.661974275
334,2.17859446,0.661011942
335,2.181372992,0.6600125029999999
336,2.1841616000000004,0.658978886
337,2.186975811,0.6579066579999999
338,2.189792969,0.656807315
339,2.19262286,0.655668128
340,2.19546728,0.654496002
341,2.198314293,0.653296597
342,2.201169997,0.652058801
343,2.2040326759999997,0.650786926
344,2.206896945,0.649486342
345,2.209761217,0.64815457
346,2.212632865,0.646791196
347,2.215499757,0.6453919
348,2.218374041,0.643972851
349,2.221240002,0.642508399
350,2.2241125619999997,0.641023434
351,2.226976837,0.639507632
352,2.2298371390000002,0.637961574
353,2.232692849,0.636388405
354,2.235548573,0.634778114
355,2.238394633,0.6331503629999999
356,2.241240002,0.631484399
357,2.244068953,0.6297913310000001
358,2.246896113,0.628071143
359,2.2497132719999997,0.626323842
360,2.252517996,0.624549431
361,2.255316606,0.62274691
362,2.258105652,0.62091926
363,2.260885706,0.619063496
364,2.263645743,0.617180628
365,2.266400575,0.61527064
366,2.269138291,0.613333539
367,2.271863544,0.6113793279999999
368,2.274574154,0.609387992
369,2.277277629,0.607379557
370,2.2799619890000002,0.605344008
371,2.28262981,0.603287889
372,2.285280509,0.601206661
373,2.287917765,0.599098319
374,2.2905350280000003,0.5969628570000001
375,2.293141491,0.594810293
376,2.29572086,0.59263994
377,2.2982909940000003,0.590441705
378,2.300844686,0.5882163420000001
379,2.303371256,0.5859738720000001
380,2.305880713,0.583714287
381,2.30837519,0.581427582
382,2.310838967,0.579124461
383,2.313294893,0.576801322
384,2.315722999,0.5744526010000001
385,2.318134005,0.5720923529999999
386,2.320522804,0.569707196
387,2.322888131,0.5672983979999999
388,2.325234322,0.5648775629999999
389,2.3275574430000003,0.562439628
390,2.329860561,0.559983726
391,2.332135998,0.5575101020000001
392,2.334388051,0.555019378
393,2.3366206959999998,0.5525163470000001
394,2.3388295980000002,0.549989945
395,2.341016565,0.547448364
396,2.343176431,0.5448962820000001
397,2.345309166,0.542327107
398,2.347422402,0.539748398
399,2.34950947,0.537149702
400,2.351569428,0.534536286
401,2.353612274,0.531915754
402,2.355627998,0.5292799460000001
403,2.35761662,0.52662412
404,2.359577055,0.523968317
405,2.361512505,0.5212949929999999
406,2.36342583,0.518610626
407,2.365314546,0.515911639
408,2.367172977,0.513208706
409,2.36901063,0.510494055
410,2.370818009,0.5077628439999999
411,2.372598257,0.505031087
412,2.374361394,0.502289609
413,2.376087426,0.49953216100000003
414,2.377796341,0.496772118
415,2.379471211,0.49400207799999996
416,2.38112283,0.491232027
417,2.382750395,0.48845180899999996
418,2.384349602,0.485661939
419,2.385924198,0.482864604
420,2.387470429,0.48006599899999997
421,2.388993958,0.47725739799999994
422,2.390484514,0.47444583
423,2.391957961,0.471628664
424,2.393394284,0.468811518
425,2.394813504,0.465984348
426,2.396205601,0.46315719899999996
427,2.397570589,0.460320037
428,2.39890846,0.457488565
429,2.400219216,0.454652854
430,2.401502863,0.451808559
431,2.402759386,0.44897141399999996
432,2.403997338,0.446125725
433,2.405208199,0.443280002
434,2.406381941,0.44043429100000003
435,2.40753857,0.437588576
436,2.408678086,0.434745628
437,2.409780483,0.431898479
438,2.410865659,0.429051423
439,2.411913941,0.42620572
440,2.4129450009999998,0.423366997
441,2.4139545,0.420524286
442,2.414929886,0.417682686
443,2.415888159,0.41484285200000004
444,2.416819313,0.412007145
445,2.41772336,0.409171204
446,2.4186086280000003,0.40633405799999994
447,2.4194670019999998,0.403506892
448,2.420298259,0.40067973799999995
449,2.421112401,0.397862581
450,2.421899431,0.39503799
451,2.4226593430000003,0.39222827200000004
452,2.423401825,0.389411127
453,2.424116071,0.3866122
454,2.424803198,0.38380360700000005
455,2.425473214,0.38101500299999996
456,2.426126114,0.378220316
457,2.42674437,0.37543780600000004
458,2.427350572,0.372650224
459,2.427931713,0.36988019299999997
460,2.428484715,0.367110139
461,2.4290206000000003,0.364350102
462,2.429534629,0.361595313
463,2.430024844,0.358843825
464,2.430497943,0.35610234399999996
465,2.4309448590000002,0.35336177700000004
466,2.4313728,0.35063885899999997
467,2.431782601,0.34791592
468,2.4321724,0.345202997
469,2.432537044,0.342500065
470,2.432884573,0.33980084899999996
471,2.433204985,0.337106488
472,2.433518285,0.334432125
473,2.433803857,0.331757127
474,2.434061485,0.329091322
475,2.434312,0.326435501
476,2.4345404569999998,0.323789688
